questionnaire_id,linkid,sample_value,response_count
Questionnaire/204,790391ba-cf9f-4ef6-be11-b5a7b468819f,,53
Questionnaire/204,b4f73ad2-ed7a-4268-9057-a4a72b50dd10,Quite a bit,58
Questionnaire/204,b7934aa5-17f0-4320-8f65-e7a7f72c5161,true,55
Questionnaire/204,d4b3bbcc-6d23-45e1-9755-1aa0bfc1b646,This score suggests that you may not be experiencing challenges coping after a traumatic event,84
Questionnaire/204,d74aecd2-f0c4-4207-b396-b2c6d780be4a,Seeing someone be killed or seriously injured,28
Questionnaire/204,e13d2bb9-20a6-4605-a33f-5d9047f6b6a8,Quite a bit,56
Questionnaire/204,ea00e468-9c26-4a1c-a0af-1b72923b1e2e,severe-ptsd,84
Questionnaire/204,eb42041c-cb74-4d5e-8a29-941776cc0b6e,Quite a bit,40
Questionnaire/205,3212b2b2-f42f-46e9-b6bd-42fc29671da9,severe-anxiety,42
Questionnaire/205,37e0bcfd-f6d1-4b35-9556-4d458a717a23,9,45
Questionnaire/205,510776d6-8b4e-446b-abe7-80aee8ecb110,Severe anxiety,45
Questionnaire/206,85a3f14c-e4d8-4c45-9088-967ec4ea0d07,6,4
Questionnaire/207,2fb4f2f4-23b5-4f36-b444-683563ea4fb3,7,5
Questionnaire/208,058278e4-33d6-4c0f-8127-ccf923bcc7ef,What are your options?,3
Questionnaire/208,0a15f38b-027a-42ff-b1e8-ca5e2b313f71,Severe depression,12
Questionnaire/208,0c9f8c1d-5827-4d21-bd33-3240fade93ac,"Use ""I"" statements (culturally specific!) and communicate your needs",2
Questionnaire/208,10cd5560-6c41-41a6-94c5-af74ce96dc90,Severe anxiety,12
Questionnaire/208,1b3394a9-eaff-4871-9537-0d29f5712adc,Let’s try out what you are going to say before you say it at home. Rehearsal before the real event h,2
Questionnaire/208,1b59ddeb-483d-4b1b-af53-f3942204589a,What would you like to stay the same in the relationship?,6
Questionnaire/208,1c04e4db-3d54-4898-ac8a-d9e2d1cc3e3c,Where were you and who spoke first?,10
Questionnaire/208,232484cf-1aee-4bfa-a66e-61494587a16a,You said you don't have anyone close to you. Was there a time when you did? Let’s talk about those p,3
Questionnaire/208,2f7b6563-47b1-4ad4-abc3-cffdae40a57a,"Renegotiation, Impasse, More than one stage",7
Questionnaire/208,2f926bba-38b5-4b20-8852-5b9e317bb010,Let’s try out what you are going to say before you say it at home. Rehearsal before the real event h,5
Questionnaire/208,2fb4f2f4-23b5-4f36-b444-683563ea4fb3,9,72
Questionnaire/208,3bfee97a-6a0e-4cd0-bdb7-7ffa8d36191f,When did you stop arguing about the problem?,15
Questionnaire/208,3d2ccf9a-0e7b-48a0-8540-44d43b6dacfe,We've been talking about the life changes you are experiencing that are related to your current symp,3
Questionnaire/208,3e0b76f9-0902-43ba-b858-0b1505e9d168,"Who supports you?, How do you spend your time?",7
Questionnaire/208,3f63637c-1de2-4851-a088-c3b08152447e,Thursday ,2
Questionnaire/208,43801cc4-c61f-4ee0-82ad-cf6f1f799593,Let’s try out what you are going to say before you say it at home. Rehearsal before the real event h,8
Questionnaire/208,4442589a-51b2-48c3-8297-b805e525642c,Task/fdaa223c-357a-4088-a033-802d02d040b5,71
Questionnaire/208,451acc1a-26f4-4374-96da-09bfb47365a8,Would you want to try this at home,2
Questionnaire/208,4554f4b2-d15e-47e7-a10d-d77939dd3afc,What do you miss?,9
Questionnaire/208,4ad7384f-a332-4e41-9318-0d3f9e540ee7,Walked away,2
Questionnaire/208,4c95559d-86ff-4b87-a271-e52388072a53,Try to be warmer,2
Questionnaire/208,4ecf12a4-a246-4b79-b281-65b3676ca3a4,"Did you ever hit, kick, slap, or push the person?",4
Questionnaire/208,50cf6a9c-a837-4531-a13a-47381657c2b3,"Options

More",1
Questionnaire/208,547a07c2-f94c-4956-997f-0439626d0251,Some positive progress ,6
Questionnaire/208,55092b78-a252-44ed-9dcb-2fc78570dc8b,Where were you and who spoke first?,2
Questionnaire/208,57a5ca78-4761-466a-bba4-c0c84eab5243,"Let’s practice what you could say. Then, let's think about what the other person may say back. I cou",3
Questionnaire/208,59744d45-0100-4d62-b105-5cbecd973ffd,Sad,11
Questionnaire/208,5db949bd-4ebf-4d52-b850-8e951455e975,Where were you and who spoke first?,2
Questionnaire/208,601055c1-efe3-47d4-9510-1ed0cc565553,Would you want to try this at home,10
Questionnaire/208,665e1595-f169-4815-9d24-dac265f1809b,"Are there parts that you don't miss?, Are there parts that are still the same?",3
Questionnaire/208,68b3cbf5-b9ef-4da4-9ac1-bcbc20f04473,Would you like to get this relationship back?,3
Questionnaire/208,6930d457-7bec-4983-832b-3220b163f505,Loneliness,56
Questionnaire/208,6b5fa434-2fc3-4e4b-ad11-89f6260a81f2,What do you see as the problem between the two of you?,10
Questionnaire/208,6c1b2aa7-f244-4d5a-bfc6-e0faef33bfe6,"What are the things that are difficult and that you don’t like about the new situation?, Do you have",3
Questionnaire/208,6fb0c7a5-a211-43ec-af7b-5f1079399133,What do you miss?,10
Questionnaire/208,70e4d965-a614-4dc5-b2fa-4035f0444b19,Where were you and who spoke first?,6
Questionnaire/208,747188c8-4fc0-43ea-92b4-9baa32567f73,What would you like to change? ,13
Questionnaire/208,77fc70ba-6cac-494c-b27a-77ebce2289e5,"Were you satisfied with that relationship? If not, what would you have liked to be different?",3
Questionnaire/208,7ff4b5cb-2c44-434b-90e9-85c61a858097,Vyvh,17
Questionnaire/208,83176bb3-c0cb-445a-a91b-6711635b1414,,4
Questionnaire/208,86bdafab-bb90-429e-8bc5-a90dc46e7263,"Did you ever hit, kick, slap, or push the person? ",9
Questionnaire/208,8a126244-6ec2-4c81-a6d4-409dff788019,Which option or combination of options would you like to try?,2
Questionnaire/208,8ac792f5-3f3c-49d3-a800-63c662bf00cd,Have you asked for help?,2
Questionnaire/208,8c82f757-3f40-4b09-bdf4-78ee376f75a8,Let's talk about how you might begin a conversation,3
Questionnaire/208,9082f0ba-b8e5-495a-a2a4-b30918e19d53,Would you want to try this at home,5
Questionnaire/208,920de190-557a-4233-91a3-4bf293f18214,Who supports you?,7
Questionnaire/208,95121ef1-bfe5-40ce-841c-524334644148,"What often gets in the way of you initiating, pursuing, or maintaining relationships?",3
Questionnaire/208,969c0120-0b86-40e5-8881-6a145fe90aa9,Which option or combination of options would you like to try?,8
Questionnaire/208,99079ebd-1665-4503-bb37-8de493dd4a21,You need to start self help classes ,25
Questionnaire/208,9cb58d5b-0f2c-48f0-95d2-d861ab30c2a7,Okay,3
Questionnaire/208,9cc2834b-0d28-43d0-8811-509995cfcdb8,Do you see the same pattern with others?,2
Questionnaire/208,9e995f48-b092-49b2-a9e4-c7e754e446e5,Tell me about the good and the not so good,2
Questionnaire/208,9ed77f2a-0d5a-434d-b153-d8deadfbc3f8,What do you see as the problem between the two of you?,18
Questionnaire/208,9f1e5102-4441-49d8-9fbc-4ea6df196b43,Which option or combination of options would you like to try?,8
Questionnaire/208,a24c89ff-1e14-403c-8dfa-26fc6c1103d9,Task/fc283ef5-2cd3-46b2-bc00-7e8fc7ab9224/_history/1,71
Questionnaire/208,a77f07b3-7913-4708-a354-14e503a948f1,Notes here about family ,4
Questionnaire/208,a7f10195-b859-4670-abbc-a2498c4fe45f,Would you want to give this relationship one more try while we are working together?,11
Questionnaire/208,ac6eb49b-3d37-4bac-8d27-1e1ad01018ce,Video telehealth,45
Questionnaire/208,b24118e2-31c5-4e23-af3a-1722af72c299,When did you stop arguing about the problem?,7
Questionnaire/208,b31c0187-3e54-4fcf-9763-8b3f3850be92,"Use ""I"" statements (culturally specific!) and communicate your needs",6
Questionnaire/208,b95949ec-f2ee-4d04-9e52-fb61dac18e60,,8
Questionnaire/208,bc8f199a-59f0-4184-864d-b1c0befd26df,"Were you there?, Was it a long illness? If it was, were you part of caregiving? Were there any confl",8
Questionnaire/208,bcb8b5c0-bcd8-4a07-8fe3-9d59916e8b7c,To leave home,4
Questionnaire/208,bed17079-d1e5-4bbe-af07-3d7b6a86243e,"What's one thing you can do this upcoming week? For example, attend a social event, meet a family me",3
Questionnaire/208,c91209cc-1b2c-43f0-83f0-4704418ae2d5,None,1
Questionnaire/208,e1755ad4-b33a-44a3-b562-4206a582c28a,More than one stage,8
Questionnaire/208,e17756cd-4861-4dde-859c-f90241977246,"Would you like to get this relationship back?, What have you tried to get this relationship back?",3
Questionnaire/208,e1a13d53-b867-440f-8622-bccebf54f176,Would you want to give this relationship one more try while we are working together?,6
Questionnaire/208,e245b7d9-955a-4c4b-a107-e2bf5d6d2359,"Use ""I"" statements (culturally specific!) and communicate your needs",7
Questionnaire/208,e6befba3-6d25-47ae-9cac-409dfae832a2,Okay,3
Questionnaire/208,e8b8e550-4d65-42be-acb9-2f4ac17c7f49,Were you there?,7
Questionnaire/208,eb78f289-5f7d-4c89-9ddf-6b393a268462,How do you feel about trying what we have practiced?,3
Questionnaire/208,eb8828db-1674-47e7-ba9a-e3c161160b65,Where and with whom do you feel the most comfortable? Tell me about those places or people,3
Questionnaire/208,eea0b1ca-5582-4b45-b5cf-36bc0665ba44,"Use ""I"" statements (culturally specific!) and communicate your needs",3
Questionnaire/208,f9543e3c-cbff-4d2a-b3df-bf96e509d9ca,Vhhvbj,4
Questionnaire/208,f9a9f492-8eb8-4c71-8ec6-f80ab596430b,We've been talking about the life changes you are experiencing that are related to your current symp,2
Questionnaire/209,c04706e8-4a1e-4e6a-ac6e-be9dd8274990,2,1
Questionnaire/210,347352fc-b189-444a-aa22-df4d9e779f67,Quite a bit,13
Questionnaire/210,532fcdbc-38b7-4a35-870c-1d5222e239fb,Quite a bit,19
Questionnaire/210,5bc16477-41ff-485f-a73f-f0caa9c2c0ab,Quite a bit,13
Questionnaire/210,62b55d32-de8e-4abd-8489-4e3aa9270e11,9,32
Questionnaire/210,68bec639-6c70-41e0-88f8-fef0ad941b55,Quite a bit,19
Questionnaire/210,6a52200c-3856-4fcc-afe4-b75921da0122,Quite a bit,13
Questionnaire/210,a4b58f6e-3046-4a11-9e9e-e6b1547594e8,,10
Questionnaire/210,b4f73ad2-ed7a-4268-9057-a4a72b50dd10,Quite a bit,17
Questionnaire/210,d4b3bbcc-6d23-45e1-9755-1aa0bfc1b646,This score suggests that you may not be experiencing challenges coping after a traumatic event,27
Questionnaire/210,d590116a-ec42-46e3-8ab6-6259307af17e,Seeing someone be killed or seriously injured,5
Questionnaire/210,d5a448fb-4db7-45e8-858b-f2d2e7cb0eef,true,13
Questionnaire/210,e13d2bb9-20a6-4605-a33f-5d9047f6b6a8,Quite a bit,19
Questionnaire/210,ea00e468-9c26-4a1c-a0af-1b72923b1e2e,severe-ptsd,27
Questionnaire/210,eb42041c-cb74-4d5e-8a29-941776cc0b6e,Quite a bit,14
Questionnaire/211,01a4984f-7b50-47bb-9ae1-1b81ee4d6df2,9,27
Questionnaire/211,11d368a4-7f34-46d5-a8d0-6deed381945b,Severe depression,27
Questionnaire/211,4b86c897-4d68-405b-aa08-760ed6ff6792,severe-depression,25
Questionnaire/211,9c366bcc-38c8-449f-8823-8a1632f44da3,Very difficult,23
Questionnaire/212,0466b304-2876-409b-ade2-d1c675614854,Other drugs,31
Questionnaire/212,092f7cb4-cfcc-4b1b-ab5d-b7f2d68fc671,2,23
Questionnaire/212,0eb07ad0-c8fa-49b6-9c27-064d844b6c4f,Yes,25
Questionnaire/212,15799969-7565-4c3e-b488-d6a65d66c6c9,Relationships,3
Questionnaire/212,1600f791-fd2c-44d8-8384-37973785741b,Once or twice,2
Questionnaire/212,19d44e35-f7b5-43e3-be3b-fdb820503f78,,31
Questionnaire/212,1bc8823a-bbb1-444a-ad1b-dc09f57038ce,"Yes, during the last three months",24
Questionnaire/212,1eb189a2-2ae1-4a27-b4cf-9161447ff8b4,"Yes, but not in the last three months",1
Questionnaire/212,21a9c779-27be-4c08-b9ab-b0d84964145a,Monthly,1
Questionnaire/212,232a2454-1d23-4ec9-b4ee-65e3a48afb3e,7,39
Questionnaire/212,2336b352-cd6b-4044-8879-a5425c4ae5cb,Weekly,24
Questionnaire/212,272246d4-b9c5-4a8b-a349-12f75cf888d0,Discuss pros vs. cons,9
Questionnaire/212,287b1b6c-fe58-4245-90dc-87d72d296812,Reduce the amount you use,8
Questionnaire/212,28edfdea-ec6f-4d33-80e2-6d7323b3b515,"Yes, but not in the last three months",22
Questionnaire/212,2b8c1391-ba62-4800-ab3d-287fd7a9a3a5,Weekly,12
Questionnaire/212,2badbdc1-2d13-4368-b803-c2eb7a2647aa,Once or twice,23
Questionnaire/212,36af2335-ac86-4864-8a3d-619451160cc5,2 times in a day,27
Questionnaire/212,380d715b-abd0-4808-9ec4-0a1aabf9a33f,Join a community group and ,1
Questionnaire/212,386eb911-a4c5-4207-9dab-8d5973069ac5,Therapy,8
Questionnaire/212,38eb7cfd-8f4a-4743-b856-c8ddd529dac3,Yes,26
Questionnaire/212,39843731-a8e7-4822-bad7-55489947ebeb,2,1
Questionnaire/212,3b2fcef7-2e63-4aaf-b08e-c16dbc5bc33f,Yes,25
Questionnaire/212,3e1d29fe-7774-4731-bf50-ce5faaf0a528,2 days per week,27
Questionnaire/212,43dead8d-380d-4214-80f1-a1961b916bd3,Once or twice,3
Questionnaire/212,445adcc0-9c5f-4647-b339-fcb5835f1730,,31
Questionnaire/212,48d61a4b-d87d-4661-96dd-42766dbe8cc3,,4
Questionnaire/212,49bafbbf-8110-46a0-83f4-802cb1b6fd0f,Once or twice,23
Questionnaire/212,49ee0853-7d07-40af-a139-7cacc302ee41,Monthly,1
Questionnaire/212,4e2b0891-5355-4ffd-8a18-66193a0dbfbe,Once or twice,24
Questionnaire/212,54f4cac5-ac52-4caa-a6b9-f8b4a412d92e,"Yes, during the last three months",24
Questionnaire/212,582271e0-892e-4795-ac55-0b73baf828ca,"Yes, during the last three months",12
Questionnaire/212,590f26f6-d5e5-4b56-b3a8-415e038dc045,3 days per week,3
Questionnaire/212,5de2f3d9-de95-4871-919e-a00bb4f346bb,Not ready,2
Questionnaire/212,5fa54c70-1483-4dfa-92fc-22ec4d90593c,"Yes, during the last three months",9
Questionnaire/212,6281fa0d-ef3f-4013-bd31-062371828010,Yes,25
Questionnaire/212,642b120d-78f5-4ec6-9cbf-d3b9e336083e,"Yes, during the last year",41
Questionnaire/212,654d5688-f42a-469b-8494-81115b760e29,"Yes, during the last three months",23
Questionnaire/212,67c70e9e-2e10-4d4a-b354-95621a05c621,Weekly,39
Questionnaire/212,687cad76-ce92-4dca-b94f-58070b33da6f,6,12
Questionnaire/212,6ad8b269-9415-4551-8d00-9be8812bde01,Once or twice,22
Questionnaire/212,6c1d97a4-bb16-4c46-bcee-5593f472b53b,Weekly,39
Questionnaire/212,6c5e1af3-63d6-4283-9ea3-ef2b49314b1a,Once or twice,22
Questionnaire/212,6f1dfe02-2dbb-4371-ab06-a8c915495069,4,2
Questionnaire/212,6fb3e9da-948e-4d05-8cad-58d293f557f6,Quit,31
Questionnaire/212,705b4c26-4479-4d6a-adbe-b8ebdbad302e,Once or twice,23
Questionnaire/212,71679b91-ee7b-4eda-9f9d-cf85645ee848,,42
Questionnaire/212,724d0558-550c-4edc-a1d6-3bd1285bc8a5,2025-02-24,4
Questionnaire/212,73b23b0b-ff20-4eb9-aebb-a34432897116,"Yes, but not in the last three months",22
Questionnaire/212,7baaf5ce-f19b-4a40-980e-cfe53efac3f3,2,3
Questionnaire/212,7ee9b164-9830-4f7a-8317-28e0cfc1852c,Weekly,12
Questionnaire/212,7f8ade46-1d91-40a0-b67e-015a5a6aadc3,2 times in a day,3
Questionnaire/212,818b51b8-c7b3-4d64-8142-1c0798662985,Once or twice,1
Questionnaire/212,8427af19-3bad-4713-bad9-b179437fef96,5,9
Questionnaire/212,859d58d6-ee56-4ede-9773-0b7650d7c66d,,31
Questionnaire/212,86daa888-2174-4fdc-9200-cbfdbe430ab4,,42
Questionnaire/212,88accd91-b2ff-4bba-a5b1-58eaef458474,Weekly,8
Questionnaire/212,893ab0b5-f2ce-4fe2-8e2a-f9bc2a010b04,Weekly,1
Questionnaire/212,8a6c4c5b-2fc5-46f7-b9e8-e7f3865a0427,,31
Questionnaire/212,8bcb58a6-5720-4746-b0d0-22d6b6ec7c96,"Yes, during the last three months",2
Questionnaire/212,90876967-c973-4bee-9217-8c7482cb12a2,Once or twice,2
Questionnaire/212,9346e7e0-e74b-452a-addc-e6ad13d016dd,Weekly,38
Questionnaire/212,94dc51b7-59e3-4276-9afe-9b18cb7a08e1,7 to 9,39
Questionnaire/212,958d0ff5-edd9-4d25-9f4d-4ff29289bbe2,Weekly,12
Questionnaire/212,9724b66b-2162-4984-b352-0bc27bcfdfef,Weekly,39
Questionnaire/212,9cfbf571-09a3-4a3d-ae9d-24cfdf0b9ce3,Relationships,37
Questionnaire/212,9d8d7688-d1ed-4851-a6ea-59bc296f5368,Yes,42
Questionnaire/212,9dfe8a90-6551-4ae4-bcfb-c839e429a87b,3,22
Questionnaire/212,9f1fb719-c235-4826-a53e-24502bc620cc,"Yes, during the last three months",9
Questionnaire/212,a204f61e-3c3c-4cb1-9e3c-78cf8ea7ad5a,"Yes, but not in the last three months",3
Questionnaire/212,a36058d0-3ac9-4cf6-aabb-6b4859dc985d,Weekly,8
Questionnaire/212,a44b78b7-d5ab-49a8-958d-5545072692d8,3,24
Questionnaire/212,a6d0780b-f202-416d-8d9b-c418a4bdb5d0,"Yes, but not in the last three months",3
Questionnaire/212,a713e390-f199-4ed4-9a27-b9938fbf8b11,Never,50
Questionnaire/212,a7443184-d141-4bce-93fc-c393132c73b1,"Yes, but not in the last three months",1
Questionnaire/212,aa01eb31-553b-415c-bb90-1ec8d07e979e,"Yes, during the last three months",2
Questionnaire/212,aa901327-bb55-4e04-a72b-5bcc7eb22404,Yes,25
Questionnaire/212,ab8f95f3-3ca8-439f-afc2-c95a0853f9f4,,42
Questionnaire/212,abb64c97-d3a9-45a2-bec2-11f6c4dc8848,Yes,42
Questionnaire/212,ad609c63-366e-476a-b131-610ceed211da,"Places you can go to (e.g., take a walk at the park)",7
Questionnaire/212,ae15db19-8d0c-465a-a925-3e0503f0a25b,Once or twice,2
Questionnaire/212,af4330a4-7bc7-48db-bce8-364b0ff4b041,,4
Questionnaire/212,b11bfd65-1f8d-4dee-8a9e-b2044382c0d5,Once or twice,3
Questionnaire/212,b81b6e43-3b57-489e-8ea9-f35d82f9f267,,42
Questionnaire/212,b87d6054-9f94-456f-b7f6-67c73be8acc7,"Social places you can go to (e.g., take a walk at the park)",11
Questionnaire/212,ba10b935-7861-4ce4-a2c6-88bdd97709fb,"Yes, but not in the last three months",3
Questionnaire/212,ba444442-73b2-44be-b55e-c8f9fba8f7a8,Once or twice,24
Questionnaire/212,c08dae42-df65-4dba-98c6-47f9e5dafcb0,Once or twice,3
Questionnaire/212,c0911201-29b6-4cff-8cf8-fca31dc2b990,,41
Questionnaire/212,c3e99643-32dc-4e2e-983c-e694159623e3,"Yes, during the last three months",39
Questionnaire/212,c5437ab8-5d0c-4157-b06a-b5ec491dc299,Yes,42
Questionnaire/212,c6c7bd0c-812d-4931-b94c-929aa04dc45c,,42
Questionnaire/212,c93222e9-84f3-44a3-a87d-d92dafdc558e,Once or twice,3
Questionnaire/212,cd6aa7a8-5c5d-40bd-a096-d3a77a3afc2e,Once or twice,23
Questionnaire/212,d11e0ac3-5faf-4986-a633-22efa8c74c4d,Once or twice,2
Questionnaire/212,d169ab54-4544-4d1a-8687-6abc289982a4,Weekly,39
Questionnaire/212,d4317308-24ec-4ce6-8659-54d4f1aa7e96,Once or twice,24
Questionnaire/212,da1016a2-b3c5-4ea5-ae4a-0cce5d9c51db,Weekly,12
Questionnaire/212,da17f7fc-0919-44cb-a41c-fa8480bd3c40,"Yes, during the last three months",12
Questionnaire/212,da46a37c-1678-4f34-80b5-f69589bc8844,Once or twice,2
Questionnaire/212,daf9b1ff-06c5-45a7-a3d1-26977a2e2b41,,42
Questionnaire/212,db4b99b9-2cae-4833-bb08-fe7e94156b49,Weekly,9
Questionnaire/212,db7cc8b8-b558-41c8-9849-a80252710491,Unsure,41
Questionnaire/212,dc9d1ab7-8f17-4ea3-b9c1-24ff00a5f197,Weekly,22
Questionnaire/212,ddb86794-a4d0-47e8-8a6d-2d27b8e4c4f4,Internally,8
Questionnaire/212,e06c266d-8bd5-4232-85dc-f61a9d33aff2,Once or twice,3
Questionnaire/212,e1d9ecfa-c456-4109-8807-b8e26ffb69aa,Once or twice,3
Questionnaire/212,e2c84a83-1568-4593-9ea4-4f6c3978edd6,Once or twice,22
Questionnaire/212,e4bd2450-08cb-410f-8f81-743d84749347,Weekly,2
Questionnaire/212,e5787dda-4b43-4ae0-8cea-3062732f5a9d,,1
Questionnaire/212,e8e7d8b0-88e2-4bae-8990-c3ae94165ef9,,42
Questionnaire/212,e9a44d1a-ecf7-43af-835c-f4b5f73828d3,Work toward a goal,31
Questionnaire/212,ea3c9480-429c-4f5c-ac95-0c8c68b8c4b0,4,3
Questionnaire/212,eaa83f10-5cad-4c71-96b9-528e45af44fe,Yes,25
Questionnaire/212,ebf2e364-e7d7-44ec-a463-757c8e24d509,Relationship problems,37
Questionnaire/212,ec346c72-9835-4b5a-8088-1797a200f995,Weekly,39
Questionnaire/212,edced328-6f82-458a-bce4-35987bff19fb,Lmk,1
Questionnaire/212,ef06e3fc-45f0-40a3-aca9-43293339689b,,42
Questionnaire/212,f53db683-31e1-4d83-82c4-7e3a02f9ee88,"Yes, during the last year",41
Questionnaire/212,f7444114-6b17-4300-80a1-a6376fd135d4,Weekly,9
Questionnaire/212,f7c474fa-87f7-454c-9f1b-1f53b9e4d1ac,Yes,25
Questionnaire/212,f9fc5555-b1e6-4251-8047-13162c0b0cca,"Yes, but not in the last three months",3
Questionnaire/212,fac09a6e-c280-426d-94a1-0aa707e35084,"Yes, but not in the last three months",23
Questionnaire/212,fae920b4-84d9-4576-9fac-51cba163ffd1,Quit,9
Questionnaire/212,fd89df57-4b13-432f-a5b9-d54918f8d4ba,,42
Questionnaire/212,ff55dd63-f51c-420b-97a0-f957d31d6b19,,21
